reporting_date,seller_type,payment_type,rto_type,rto_reason,last_undelivery_status,LPD_Bucket,rto_count,total_shipment_count
20260602,ABF,prepaid,ZRTO,ZRTO_others,,Breach,4,121
20260602,ABF,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,1,121
20260602,ABF,prepaid,Non_ZRTO,Cancelled_by_Client,Undelivered_Request_For_Reschedule,Breach,1,121
20260602,AGO,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,6,24
20260602,AGO,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,4,24
20260602,AGO,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,4,24
20260602,AGO,cod,ZRTO,ZRTO_others,,RTO On/Before LPD,1,24
20260602,AGO,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,Breach,1,24
20260602,AGO,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,24
20260602,AGO,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_SameStateMisroute,Breach,1,24
20260602,AGO,cod,ZRTO,ZRTO_others,,Breach,1,24
20260602,AIL,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,2,9
20260602,AIL,cod,ZRTO,ZRTO_others,,Breach,1,9
20260602,AIL,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,9
20260602,AIL,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_Shipment_Damage,Breach,1,9
20260602,ARD,prepaid,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,1,8
20260602,ATM,cod,ZRTO,ZRTO_others,,Breach,2,10
20260602,ATM,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,2,10
20260602,ATM,cod,ZRTO,ZRTO_others,,RTO On/Before LPD,1,10
20260602,ATM,prepaid,ZRTO,ZRTO_others,,Breach,1,13
20260602,ATM,cod,ZRTO,ZRTO_NSS,Undelivered_NonServiceablePincode,Breach,1,10
20260602,AVH,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,15,143
20260602,AVH,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,6,143
20260602,AVH,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,5,143
20260602,AVH,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,4,143
20260602,AVH,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_Request_For_Reschedule,Breach,3,143
20260602,AVH,cod,ZRTO,ZRTO_others,,RTO On/Before LPD,3,143
20260602,AVH,cod,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,2,143
20260602,AVH,cod,ZRTO,ZRTO_Damage,Undelivered_Shipment_Damage,RTO On/Before LPD,1,143
20260602,AVH,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_No_Response,Breach,1,143
20260602,AVH,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,Breach,1,143
20260602,AVH,prepaid,ZRTO,ZRTO_others,,Breach,1,126
20260602,AVH,cod,ZRTO,ZRTO_others,,Breach,1,143
